order_id,product_id,quantity,order_date,region,warehouse_id
5436,2671,2,1/28/2023,West,2
5437,2572,4,1/28/2023,North,4
5438,2739,1,1/28/2023,East,5
5439,1064,1,1/28/2023,West,4
5440,4130,3,1/28/2023,Central,4
5441,1586,5,1/28/2023,West,2
5442,954,2,1/28/2023,Central,4
5443,164,3,1/28/2023,South,4
5444,3426,2,1/28/2023,West,1
5445,2625,4,1/28/2023,West,5
5446,793,4,1/28/2023,East,4
5447,3992,2,1/28/2023,North,4
5448,2826,3,1/28/2023,North,4
5449,1759,4,1/28/2023,West,4
5450,1377,2,1/28/2023,West,4
5451,4953,5,1/28/2023,North,1
5452,3694,3,1/28/2023,West,5
5453,2234,5,1/28/2023,Central,1
5454,4064,2,1/28/2023,South,5
5455,4686,2,1/28/2023,East,1
5456,480,5,1/28/2023,Central,1
5457,4958,5,1/28/2023,Central,4
5458,727,4,1/28/2023,South,2
5459,4069,2,1/28/2023,Central,2
5460,1227,5,1/28/2023,South,3
5461,2476,3,1/28/2023,South,5
5462,2288,2,1/28/2023,Central,2
5463,1962,5,1/28/2023,North,5
5464,3127,2,1/28/2023,East,1
5465,1835,4,1/28/2023,South,4
5466,4845,5,1/28/2023,North,1
5467,4653,1,1/28/2023,West,2
5468,683,5,1/28/2023,East,2
5469,4465,4,1/28/2023,East,4
5470,4015,2,1/29/2023,South,3
5471,26,2,1/29/2023,South,3
5472,3023,4,1/29/2023,West,2
5473,1821,2,1/29/2023,East,5
5474,522,5,1/29/2023,West,4
5475,2399,2,1/29/2023,North,2
5476,293,3,1/29/2023,East,2
5477,1397,5,1/29/2023,South,1
5478,2604,1,1/29/2023,North,3
5479,1428,4,1/29/2023,North,3
5480,1100,2,1/29/2023,West,2
5481,3604,4,1/29/2023,East,5
5482,193,3,1/29/2023,North,5
5483,2129,2,1/29/2023,North,5
5484,4565,4,1/29/2023,East,5
5485,4428,3,1/29/2023,East,2
5486,3969,2,1/29/2023,East,1
5487,244,2,1/29/2023,North,2
5488,1894,1,1/29/2023,South,2
5489,1835,2,1/29/2023,East,2
5490,1669,3,1/29/2023,Central,4
5491,4753,4,1/29/2023,North,1
5492,2545,4,1/29/2023,East,5
5493,1571,3,1/29/2023,East,1
5494,2950,4,1/29/2023,North,1
5495,3030,3,1/29/2023,West,3
5496,1702,1,1/29/2023,East,4
5497,3806,2,1/29/2023,East,3
5498,4875,5,1/29/2023,Central,2
5499,4295,2,1/29/2023,North,5
5500,151,2,1/29/2023,East,2
5501,1197,5,1/29/2023,North,5
5502,3004,5,1/29/2023,Central,2
5503,2050,2,1/29/2023,South,3
5504,4919,2,1/29/2023,West,4
5505,4451,4,1/29/2023,East,5
5506,1244,5,1/29/2023,North,2
5507,3702,1,1/29/2023,North,1
5508,493,1,1/29/2023,South,5
5509,3199,2,1/29/2023,Central,3
5510,1024,2,1/29/2023,Central,4
5511,1460,3,1/29/2023,North,1
5512,2307,5,1/29/2023,South,5
5513,3035,3,1/29/2023,East,5
5514,2602,1,1/29/2023,North,1
5515,3254,4,1/29/2023,Central,3
5516,793,4,1/29/2023,South,3
5517,2134,1,1/29/2023,South,2
5518,2938,5,1/29/2023,South,2
5519,3107,5,1/29/2023,Central,2
5520,3291,2,1/29/2023,Central,3
5521,643,1,1/29/2023,East,3
5522,1153,3,1/29/2023,South,5
5523,3602,1,1/29/2023,South,5
5524,3233,4,1/29/2023,South,5
5525,1403,1,1/29/2023,South,1
5526,4594,1,1/29/2023,West,4
5527,2796,4,1/29/2023,North,5
5528,3259,2,1/29/2023,West,4
5529,310,2,1/29/2023,East,5
5530,1782,2,1/29/2023,North,3
5531,1085,3,1/29/2023,East,5
5532,1998,2,1/29/2023,West,2
5533,420,1,1/29/2023,West,1
5534,2693,4,1/29/2023,West,4
5535,1753,3,1/29/2023,West,1
5536,1788,5,1/29/2023,North,5
5537,1439,1,1/29/2023,Central,1
5538,3368,3,1/29/2023,West,5
5539,2624,2,1/29/2023,East,3
5540,1149,2,1/29/2023,East,4
5541,3231,5,1/29/2023,Central,3
5542,1075,3,1/29/2023,West,3
5543,4024,4,1/29/2023,South,3
5544,3184,1,1/29/2023,Central,5
5545,2567,3,1/29/2023,Central,4
5546,4943,2,1/29/2023,East,4
5547,915,1,1/29/2023,South,4
5548,831,5,1/29/2023,East,2
5549,1886,5,1/29/2023,Central,2
5550,2412,3,1/29/2023,East,3
5551,2087,3,1/29/2023,East,5
5552,4849,4,1/29/2023,South,4
5553,1089,5,1/29/2023,Central,2
5554,887,4,1/29/2023,Central,2
5555,208,1,1/29/2023,Central,2
5556,3393,2,1/29/2023,South,5
5557,4786,3,1/29/2023,Central,3
5558,4412,1,1/29/2023,North,4
5559,3306,1,1/29/2023,Central,2
5560,3046,5,1/29/2023,West,1
5561,4314,3,1/29/2023,Central,4
5562,1625,1,1/29/2023,East,2
5563,1945,1,1/29/2023,South,2
5564,4164,4,1/29/2023,North,3
5565,1906,4,1/29/2023,West,4
5566,4561,5,1/29/2023,South,4
5567,1991,5,1/29/2023,West,1
5568,399,3,1/29/2023,North,5
5569,2851,2,1/29/2023,South,2
5570,1111,3,1/29/2023,North,5
5571,4760,1,1/29/2023,West,1
5572,1895,3,1/29/2023,South,4
5573,3360,3,1/29/2023,North,4
5574,3171,2,1/29/2023,Central,1
5575,2707,3,1/29/2023,Central,2
5576,4613,4,1/29/2023,East,5
5577,3531,3,1/29/2023,East,4
5578,819,2,1/29/2023,East,1
5579,4979,5,1/29/2023,South,2
5580,4556,1,1/29/2023,West,1
5581,3748,3,1/29/2023,North,5
5582,1870,2,1/29/2023,South,2
5583,3881,3,1/29/2023,West,4
5584,1054,2,1/29/2023,North,3
5585,3781,2,1/29/2023,East,2
5586,69,4,1/29/2023,North,2
5587,1212,3,1/29/2023,West,4
5588,878,2,1/29/2023,North,4
5589,4364,4,1/29/2023,East,2
5590,3574,4,1/29/2023,South,4
5591,1431,1,1/29/2023,Central,4
5592,916,1,1/29/2023,West,5
5593,1222,4,1/29/2023,South,2
5594,3769,5,1/29/2023,East,2
5595,3294,4,1/29/2023,Central,1
5596,4579,1,1/29/2023,West,3
5597,2940,4,1/29/2023,South,4
5598,3264,3,1/29/2023,South,1
5599,3587,3,1/29/2023,Central,4
5600,1025,2,1/29/2023,North,5
5601,1222,5,1/29/2023,Central,1
5602,2022,4,1/29/2023,East,2
5603,653,1,1/29/2023,East,5
5604,2522,5,1/29/2023,Central,5
5605,4099,5,1/29/2023,North,5
5606,399,2,1/29/2023,West,1
5607,1246,3,1/29/2023,South,2
5608,17,3,1/29/2023,Central,4
5609,4449,5,1/29/2023,South,4
5610,2299,5,1/29/2023,Central,1
5611,563,2,1/29/2023,North,1
5612,4616,4,1/29/2023,Central,4
5613,4012,2,1/29/2023,Central,3
5614,188,1,1/29/2023,South,4
5615,3867,5,1/29/2023,West,4
5616,547,1,1/29/2023,South,3
5617,1336,1,1/29/2023,North,4
5618,3786,3,1/29/2023,North,5
5619,3936,5,1/29/2023,East,4
5620,2616,5,1/29/2023,South,5
5621,4288,4,1/29/2023,East,4
5622,1306,3,1/30/2023,South,2
5623,3699,1,1/30/2023,West,2
5624,3672,4,1/30/2023,Central,3
5625,960,3,1/30/2023,East,2
5626,3752,3,1/30/2023,South,3
5627,1241,5,1/30/2023,Central,4
5628,3101,2,1/30/2023,East,1
5629,1715,3,1/30/2023,South,1
5630,4167,4,1/30/2023,North,4
5631,3981,2,1/30/2023,West,3
5632,2572,4,1/30/2023,West,5
5633,1218,1,1/30/2023,West,4
5634,1284,4,1/30/2023,South,1
5635,2533,4,1/30/2023,East,2
5636,3986,3,1/30/2023,South,3
5637,1733,2,1/30/2023,Central,4
5638,3851,2,1/30/2023,North,5
5639,2371,5,1/30/2023,West,4
5640,4179,3,1/30/2023,North,5
5641,2392,1,1/30/2023,North,2
5642,4817,4,1/30/2023,East,1
5643,2765,5,1/30/2023,South,2
5644,1758,5,1/30/2023,East,2
5645,2092,5,1/30/2023,South,4
5646,148,5,1/30/2023,Central,2
5647,937,2,1/30/2023,Central,1
5648,2700,4,1/30/2023,South,2
5649,1521,4,1/30/2023,East,2
5650,3352,4,1/30/2023,West,3
5651,3004,4,1/30/2023,South,5
5652,4411,2,1/30/2023,East,2
5653,65,5,1/30/2023,East,4
5654,3849,4,1/30/2023,North,3
5655,1508,5,1/30/2023,Central,4
5656,2351,1,1/30/2023,Central,1
5657,4621,1,1/30/2023,South,2
5658,2694,2,1/30/2023,West,3
5659,3088,2,1/30/2023,West,2
5660,3697,3,1/30/2023,North,4
5661,4336,3,1/30/2023,South,5
5662,835,5,1/30/2023,East,4
5663,212,3,1/30/2023,Central,1
5664,1827,4,1/30/2023,Central,2
5665,1085,5,1/30/2023,West,3
5666,4630,1,1/30/2023,West,5
5667,1645,1,1/30/2023,East,2
5668,1788,2,1/30/2023,East,5
5669,4965,4,1/30/2023,East,3
5670,216,2,1/30/2023,Central,3
5671,2402,5,1/30/2023,North,4
5672,2440,1,1/30/2023,East,4
5673,4984,5,1/30/2023,South,3
5674,914,3,1/30/2023,South,2
5675,4482,5,1/30/2023,East,3
5676,4556,5,1/30/2023,South,2
5677,666,2,1/30/2023,Central,1
5678,1514,1,1/30/2023,South,4
5679,2866,3,1/30/2023,West,3
5680,4633,3,1/30/2023,East,3
5681,1369,2,1/30/2023,East,1
5682,2821,4,1/30/2023,West,1
5683,663,4,1/30/2023,North,5
5684,4133,5,1/30/2023,South,1
5685,3132,5,1/30/2023,West,4
5686,943,4,1/30/2023,East,4
5687,216,1,1/30/2023,North,5
5688,1064,2,1/30/2023,South,1
5689,3354,4,1/30/2023,Central,2
5690,1415,1,1/30/2023,North,4
5691,2948,4,1/30/2023,West,5
5692,3982,5,1/30/2023,West,2
5693,2102,2,1/30/2023,South,2
5694,4423,5,1/30/2023,Central,1
5695,2415,4,1/30/2023,Central,5
5696,3203,2,1/30/2023,North,5
5697,3387,2,1/30/2023,Central,5
5698,504,3,1/30/2023,South,4
5699,1048,1,1/30/2023,West,3
5700,2438,3,1/30/2023,South,5
5701,2807,1,1/30/2023,North,5
5702,2166,4,1/30/2023,South,3
5703,398,5,1/30/2023,North,3
5704,2157,5,1/30/2023,North,3
5705,1917,2,1/30/2023,Central,2
5706,4153,3,1/30/2023,North,2
5707,133,5,1/30/2023,South,2
5708,3736,5,1/30/2023,Central,2
5709,3111,3,1/30/2023,South,2
5710,3427,5,1/30/2023,Central,5
5711,1127,5,1/30/2023,West,3
5712,3045,2,1/30/2023,South,2
5713,903,2,1/30/2023,Central,5
5714,2209,3,1/30/2023,East,1
5715,3013,4,1/30/2023,South,3
5716,509,1,1/30/2023,North,1
5717,4089,3,1/30/2023,North,5
5718,2759,5,1/30/2023,West,2
5719,2905,3,1/30/2023,North,5
5720,3148,4,1/30/2023,North,5
5721,3266,5,1/30/2023,North,3
5722,3114,2,1/30/2023,South,1
5723,3978,3,1/30/2023,West,2
5724,1247,2,1/30/2023,Central,5
5725,3594,5,1/30/2023,North,3
5726,4127,5,1/30/2023,Central,5
5727,1201,3,1/30/2023,East,5
5728,4724,4,1/30/2023,East,3
5729,402,1,1/30/2023,West,2
5730,1857,4,1/30/2023,East,5
5731,2015,5,1/30/2023,West,4
5732,1444,4,1/30/2023,East,1
5733,663,3,1/30/2023,South,4
5734,2148,2,1/30/2023,East,4
5735,943,2,1/30/2023,Central,4
5736,114,1,1/30/2023,West,1
5737,1062,4,1/30/2023,East,1
5738,2031,1,1/30/2023,East,2
5739,2040,4,1/30/2023,West,3
5740,987,3,1/30/2023,West,5
5741,3516,4,1/30/2023,South,2
5742,317,2,1/30/2023,Central,1
5743,1992,4,1/30/2023,South,4
5744,1371,4,1/30/2023,West,2
5745,4216,1,1/30/2023,Central,4
5746,4531,1,1/30/2023,South,1
5747,2567,4,1/30/2023,North,3
5748,2853,2,1/30/2023,South,5
5749,1837,2,1/30/2023,East,5
5750,2855,2,1/30/2023,South,1
5751,1299,5,1/30/2023,Central,4
5752,1065,2,1/30/2023,North,4
5753,3520,4,1/30/2023,West,5
5754,3848,4,1/30/2023,West,2
5755,2444,5,1/30/2023,North,5
5756,2408,1,1/30/2023,Central,4
5757,3561,4,1/30/2023,North,4
5758,3290,3,1/30/2023,West,1
5759,3875,2,1/30/2023,West,2
5760,4726,2,1/30/2023,Central,2
5761,1255,1,1/30/2023,Central,5
5762,3827,1,1/30/2023,Central,4
5763,4026,2,1/30/2023,South,5
5764,2483,4,1/30/2023,East,3
5765,1280,3,1/30/2023,East,2
5766,456,2,1/30/2023,North,2
5767,344,1,1/30/2023,North,4
5768,2559,2,1/30/2023,Central,1
5769,1630,4,1/30/2023,West,1
5770,1250,5,1/30/2023,South,5
5771,4533,4,1/30/2023,North,3
5772,223,2,1/30/2023,Central,5
5773,2897,4,1/30/2023,South,2
5774,3313,5,1/30/2023,Central,1
5775,2611,1,1/30/2023,North,1
5776,1244,5,1/30/2023,Central,2
5777,2002,4,1/30/2023,North,3
5778,1101,1,1/30/2023,North,3
5779,1912,5,1/30/2023,Central,3
5780,879,2,1/30/2023,South,3
5781,2999,2,1/30/2023,North,1
5782,2325,1,1/30/2023,South,3
5783,4654,5,1/30/2023,East,5
5784,831,2,1/30/2023,South,2
5785,2107,3,1/30/2023,South,2
5786,2747,2,1/30/2023,West,3
5787,372,5,1/30/2023,North,5
5788,1310,2,1/30/2023,South,2
5789,3943,3,1/30/2023,South,2
5790,2154,5,1/30/2023,West,5
5791,1851,2,1/30/2023,Central,2
5792,2677,3,1/30/2023,South,3
5793,4456,5,1/30/2023,South,2
5794,4579,4,1/30/2023,West,5
5795,3291,4,1/30/2023,Central,3
5796,3044,4,1/30/2023,East,4
5797,1289,4,1/30/2023,North,1
5798,3509,2,1/30/2023,South,4
5799,3169,1,1/30/2023,North,1
5800,3300,4,1/30/2023,West,3
5801,2783,4,1/30/2023,West,2
5802,807,2,1/30/2023,East,5
5803,3987,2,1/30/2023,Central,2
5804,785,3,1/30/2023,Central,4
5805,3624,5,1/30/2023,Central,5
5806,2161,3,1/30/2023,South,4
5807,474,2,1/30/2023,South,1
5808,2834,1,1/30/2023,Central,5
5809,1369,5,1/30/2023,North,1
5810,1720,1,1/30/2023,West,3
5811,3266,1,1/30/2023,West,2
5812,1922,2,1/30/2023,East,4
5813,4110,4,1/30/2023,West,1
5814,3896,5,1/30/2023,Central,2
5815,2863,2,1/30/2023,East,3
5816,2216,4,1/30/2023,West,1
5817,3844,3,1/30/2023,Central,1
5818,1041,5,1/30/2023,South,5
5819,2402,2,1/30/2023,North,4
5820,2834,1,1/30/2023,North,4
5821,4908,2,1/30/2023,Central,5
5822,1853,4,1/30/2023,East,2
5823,4507,1,1/30/2023,North,4
5824,1652,3,1/30/2023,North,1
5825,4914,1,1/30/2023,South,5
5826,263,1,1/30/2023,East,1
5827,806,5,1/30/2023,North,3
5828,1833,2,1/30/2023,Central,5
5829,1601,1,1/30/2023,Central,2
5830,2642,4,1/30/2023,Central,1
5831,219,4,1/30/2023,West,3
5832,2030,1,1/30/2023,West,2
5833,2664,4,1/30/2023,West,2
5834,2842,4,1/30/2023,West,5
5835,4497,5,1/30/2023,Central,1
5836,4204,4,1/30/2023,South,4
5837,4105,2,1/30/2023,South,3
5838,80,4,1/30/2023,West,5
5839,116,3,1/30/2023,North,5
5840,2311,4,1/30/2023,West,4
5841,2427,3,1/30/2023,South,4
5842,1198,3,1/30/2023,Central,1
5843,4121,3,1/30/2023,West,3
5844,1829,1,1/30/2023,West,1
5845,643,5,1/30/2023,West,2
5846,3729,2,1/30/2023,Central,5
5847,2388,4,1/30/2023,East,2
5848,2023,3,1/30/2023,Central,5
5849,4429,5,1/30/2023,Central,4
5850,123,2,1/30/2023,North,3
5851,2468,4,1/30/2023,West,1
5852,2517,5,1/30/2023,North,1
5853,519,5,1/30/2023,South,5
5854,3407,5,1/30/2023,Central,1
5855,865,5,1/30/2023,West,5
5856,3711,1,1/30/2023,Central,2
5857,1243,3,1/30/2023,Central,4
5858,1271,2,1/30/2023,South,5
5859,2928,2,1/30/2023,West,4
5860,1809,4,1/30/2023,East,5
5861,2081,3,1/31/2023,East,2
5862,625,2,1/31/2023,North,3
5863,1496,4,1/31/2023,East,1
5864,2265,3,1/31/2023,West,1
5865,862,2,1/31/2023,North,2
5866,4778,2,1/31/2023,East,5
5867,729,2,1/31/2023,South,5
5868,2121,2,1/31/2023,North,2
5869,3087,1,1/31/2023,South,5
5870,2230,3,1/31/2023,Central,3
5871,1597,3,1/31/2023,Central,3
5872,3455,3,1/31/2023,East,4
5873,1164,5,1/31/2023,South,3
5874,2954,3,1/31/2023,South,1
5875,4594,1,1/31/2023,South,1
5876,4964,1,1/31/2023,East,2
5877,368,4,1/31/2023,West,1
5878,364,2,1/31/2023,Central,5
5879,2652,1,1/31/2023,South,5
5880,3952,2,1/31/2023,West,1
5881,1825,4,1/31/2023,East,2
5882,955,3,1/31/2023,South,4
5883,1491,5,1/31/2023,East,4
5884,2587,4,1/31/2023,North,5
5885,2660,3,1/31/2023,East,3
5886,1825,3,1/31/2023,West,3
5887,3494,4,1/31/2023,Central,1
5888,1048,4,1/31/2023,East,1
5889,1273,5,1/31/2023,North,4
5890,4986,1,1/31/2023,North,1
5891,3853,1,1/31/2023,North,4
5892,4861,2,1/31/2023,North,4
5893,687,2,1/31/2023,West,3
5894,1668,4,1/31/2023,West,1
5895,1609,1,1/31/2023,East,1
5896,4025,2,1/31/2023,Central,5
5897,4327,4,1/31/2023,South,2
5898,4965,2,1/31/2023,Central,5
5899,4248,2,1/31/2023,North,1
5900,2281,1,1/31/2023,South,4
5901,4086,3,1/31/2023,West,5
5902,2138,5,1/31/2023,Central,1
5903,2786,3,1/31/2023,North,1
5904,2453,4,1/31/2023,West,2
5905,3215,4,1/31/2023,West,1
5906,2137,2,1/31/2023,Central,2
5907,2833,3,1/31/2023,North,5
5908,2593,1,1/31/2023,Central,2
5909,4642,2,1/31/2023,Central,1
5910,2950,3,1/31/2023,West,4
5911,945,1,1/31/2023,Central,1
5912,3876,5,1/31/2023,Central,5
5913,557,3,1/31/2023,Central,5
5914,2210,3,1/31/2023,North,2
5915,4902,3,1/31/2023,North,5
5916,215,2,1/31/2023,East,3
5917,2427,3,1/31/2023,East,5
5918,1653,1,1/31/2023,West,2
5919,2298,3,1/31/2023,East,2
5920,2097,1,1/31/2023,East,3
5921,3868,3,1/31/2023,West,2
5922,2680,1,1/31/2023,South,2
5923,2759,5,1/31/2023,North,3
5924,4235,4,1/31/2023,South,4
5925,4884,2,1/31/2023,North,5
5926,2925,3,1/31/2023,South,5
5927,639,4,1/31/2023,West,2
5928,139,2,1/31/2023,West,1
5929,4811,4,1/31/2023,East,4
5930,3275,3,1/31/2023,North,4
5931,90,4,1/31/2023,South,4
5932,949,1,1/31/2023,South,4
5933,2978,5,1/31/2023,West,3
5934,4762,3,1/31/2023,South,2
5935,1427,3,1/31/2023,West,2
5936,726,5,1/31/2023,Central,1
5937,2457,1,1/31/2023,Central,4
5938,2704,2,1/31/2023,North,1
5939,4541,1,1/31/2023,North,5
5940,2335,4,1/31/2023,Central,2
5941,4115,3,1/31/2023,South,1
5942,463,1,1/31/2023,Central,3
5943,3050,1,1/31/2023,Central,4
5944,4803,4,1/31/2023,Central,1
5945,3683,3,1/31/2023,Central,1
5946,702,1,1/31/2023,South,4
5947,3570,5,1/31/2023,East,1
5948,1937,1,1/31/2023,South,1
5949,3938,1,1/31/2023,North,3
5950,3597,3,1/31/2023,South,4
5951,1044,5,1/31/2023,West,1
5952,296,5,1/31/2023,East,4
5953,4053,2,1/31/2023,South,4
5954,466,2,1/31/2023,North,4
5955,2948,3,1/31/2023,East,2
5956,2426,4,1/31/2023,West,4
5957,2235,2,1/31/2023,South,5
5958,3801,2,1/31/2023,North,1
5959,2062,1,1/31/2023,North,2
5960,1525,2,1/31/2023,North,2
5961,1379,1,1/31/2023,North,2
5962,3777,5,1/31/2023,Central,3
5963,2279,4,1/31/2023,East,4
5964,3499,4,1/31/2023,Central,2
5965,2231,1,1/31/2023,South,2
5966,4361,4,1/31/2023,East,2
5967,1641,1,1/31/2023,East,4
5968,2573,5,1/31/2023,Central,3
5969,3747,2,1/31/2023,North,5
5970,2593,3,1/31/2023,East,4
5971,4443,2,1/31/2023,West,5
5972,4714,5,1/31/2023,West,3
5973,3532,4,1/31/2023,East,4
5974,1695,4,1/31/2023,East,5
5975,976,4,1/31/2023,North,5
5976,4700,4,1/31/2023,East,2
5977,3693,5,1/31/2023,North,2
5978,4897,4,1/31/2023,Central,2
5979,4416,5,1/31/2023,East,5
5980,4348,2,1/31/2023,West,4
5981,1271,4,1/31/2023,Central,4
5982,1854,5,1/31/2023,Central,5
5983,3636,4,1/31/2023,South,5
5984,2447,3,1/31/2023,West,4
5985,1753,4,1/31/2023,South,2
5986,1763,4,1/31/2023,East,4
5987,3314,5,1/31/2023,West,4
5988,467,5,1/31/2023,Central,2
5989,4822,3,1/31/2023,West,4
5990,1065,3,1/31/2023,East,4
5991,2684,4,1/31/2023,North,1
5992,2564,2,1/31/2023,West,2
5993,2,3,1/31/2023,Central,2
5994,4742,2,1/31/2023,East,2
5995,2951,5,1/31/2023,South,4
5996,642,2,1/31/2023,Central,5
5997,36,1,1/31/2023,South,2
5998,2510,3,1/31/2023,South,2
5999,4791,2,1/31/2023,West,2
6000,1925,4,1/31/2023,South,2
6001,3153,4,1/31/2023,North,5
6002,2903,2,1/31/2023,South,4
6003,3560,2,1/31/2023,South,5
6004,2766,5,1/31/2023,East,2
6005,3209,5,1/31/2023,West,4
6006,3981,1,1/31/2023,North,5
6007,4136,2,1/31/2023,South,2
6008,4941,4,1/31/2023,Central,4
6009,3163,2,1/31/2023,West,2
6010,2567,1,1/31/2023,East,2
6011,27,2,1/31/2023,West,3
6012,1217,3,1/31/2023,East,1
6013,2804,2,1/31/2023,Central,1
6014,2708,1,1/31/2023,South,3
6015,855,4,1/31/2023,Central,4
6016,4759,4,1/31/2023,East,5
6017,4756,3,1/31/2023,East,3
6018,4338,5,1/31/2023,West,5
6019,755,2,1/31/2023,East,3
6020,3472,2,1/31/2023,South,4
6021,122,3,1/31/2023,Central,4
6022,4650,1,1/31/2023,North,5
6023,1592,3,1/31/2023,South,3
6024,3118,4,1/31/2023,South,1
6025,875,4,1/31/2023,Central,3
6026,1615,4,1/31/2023,West,2
6027,1916,3,1/31/2023,Central,2
6028,3508,5,1/31/2023,North,2
6029,3914,4,1/31/2023,North,2
6030,4098,4,1/31/2023,West,3
6031,1660,1,1/31/2023,East,1
6032,4273,1,1/31/2023,West,1
6033,690,4,1/31/2023,South,1
6034,1427,2,1/31/2023,South,2
6035,2009,2,1/31/2023,North,2
6036,1807,4,1/31/2023,Central,1
6037,2228,1,1/31/2023,West,2
6038,4645,3,1/31/2023,West,3
6039,3285,4,1/31/2023,South,5
6040,4001,5,1/31/2023,East,4
6041,1929,4,1/31/2023,Central,3
6042,1726,1,1/31/2023,South,5
6043,1276,4,1/31/2023,North,2
6044,846,5,1/31/2023,South,4
6045,3556,5,1/31/2023,North,4
6046,983,4,1/31/2023,North,1
6047,1146,3,1/31/2023,West,4
6048,3103,1,1/31/2023,East,1
6049,4580,4,1/31/2023,West,3
6050,4885,2,1/31/2023,North,2
6051,589,4,1/31/2023,South,3
6052,1989,5,1/31/2023,Central,1
6053,1768,4,1/31/2023,North,4
6054,1388,4,1/31/2023,East,3
6055,47,4,1/31/2023,East,1
6056,3556,1,1/31/2023,North,4
6057,500,3,1/31/2023,West,5
6058,1047,5,1/31/2023,West,2
6059,942,2,1/31/2023,West,2
6060,421,4,1/31/2023,Central,3
6061,2037,4,1/31/2023,West,5
6062,1180,5,1/31/2023,South,4
6063,4307,2,1/31/2023,East,2
6064,1950,5,1/31/2023,Central,2
6065,4951,4,1/31/2023,West,2
6066,654,1,1/31/2023,West,4
6067,2957,1,1/31/2023,Central,3
6068,1469,3,1/31/2023,Central,5
6069,2474,2,1/31/2023,West,1
6070,246,3,1/31/2023,South,2
6071,2487,4,1/31/2023,West,5
6072,2526,5,1/31/2023,East,2
6073,3423,1,1/31/2023,North,3
6074,2199,2,1/31/2023,Central,5
6075,4675,4,1/31/2023,East,2
6076,2033,2,1/31/2023,West,2
6077,3236,2,1/31/2023,Central,4
6078,2012,5,1/31/2023,South,4
6079,2721,3,1/31/2023,North,2
6080,4701,1,1/31/2023,Central,3
6081,4895,5,1/31/2023,North,4
6082,2510,4,1/31/2023,West,2
6083,3470,2,1/31/2023,North,5
6084,783,1,1/31/2023,North,5
6085,77,4,1/31/2023,South,4
6086,2002,2,1/31/2023,North,2
6087,4252,5,1/31/2023,South,3
6088,3382,5,1/31/2023,South,4
6089,1680,4,1/31/2023,Central,4
6090,1463,4,1/31/2023,East,1
6091,4105,2,1/31/2023,North,3
6092,2908,5,1/31/2023,East,5
6093,4778,5,2/1/2023,North,3
6094,1338,5,2/1/2023,North,2
6095,432,2,2/1/2023,East,2
6096,1150,4,2/1/2023,Central,3
6097,947,1,2/1/2023,South,1
6098,3110,1,2/1/2023,Central,2
6099,4733,2,2/1/2023,Central,5
6100,1075,1,2/1/2023,East,5
6101,3685,3,2/1/2023,South,5
6102,2497,5,2/1/2023,East,4
6103,509,2,2/1/2023,South,4
6104,1636,2,2/1/2023,Central,1
6105,1734,2,2/1/2023,North,3
6106,3395,3,2/1/2023,North,3
6107,1156,3,2/1/2023,Central,1
6108,4389,5,2/1/2023,South,2
6109,1485,5,2/1/2023,Central,2
6110,2161,4,2/1/2023,North,1
6111,508,3,2/1/2023,West,3
6112,2493,2,2/1/2023,Central,5
6113,3097,1,2/1/2023,Central,5
6114,1089,4,2/1/2023,East,4
6115,4388,4,2/1/2023,South,3
6116,2001,4,2/1/2023,Central,2
6117,1125,1,2/1/2023,East,5
6118,1978,3,2/1/2023,South,1
6119,2203,2,2/1/2023,North,4
6120,4969,4,2/1/2023,East,3
6121,4435,3,2/1/2023,North,4
6122,3739,1,2/1/2023,West,1
6123,236,5,2/1/2023,West,4
6124,2766,4,2/1/2023,North,4
6125,4548,4,2/1/2023,South,2
6126,800,3,2/1/2023,Central,2
6127,3934,1,2/1/2023,North,4
6128,3741,5,2/1/2023,Central,1
6129,81,2,2/1/2023,Central,3
6130,1846,2,2/1/2023,West,4
6131,2129,5,2/1/2023,North,1
6132,3142,3,2/1/2023,North,3
6133,1520,3,2/1/2023,West,2
6134,2940,3,2/1/2023,West,3
6135,2582,5,2/1/2023,North,4
6136,4481,5,2/1/2023,North,2
6137,4773,4,2/1/2023,East,4
6138,850,5,2/1/2023,South,4
6139,3781,3,2/1/2023,North,2
6140,4082,5,2/1/2023,North,2
6141,3495,4,2/1/2023,Central,3
6142,4883,1,2/1/2023,North,3
6143,3660,4,2/1/2023,West,3
6144,1862,2,2/1/2023,West,1
6145,3311,5,2/1/2023,South,1
6146,1122,2,2/1/2023,East,2
6147,1170,5,2/1/2023,South,4
6148,4843,1,2/1/2023,West,3
6149,556,1,2/1/2023,North,3
6150,3102,5,2/1/2023,East,5
6151,3821,5,2/1/2023,South,2
6152,2908,5,2/1/2023,West,5
6153,3350,1,2/1/2023,East,5
6154,1431,5,2/1/2023,East,1
6155,1711,3,2/1/2023,South,1
6156,2678,4,2/1/2023,West,4
6157,690,1,2/1/2023,East,5
6158,416,4,2/1/2023,North,3
6159,1133,2,2/1/2023,East,1
6160,1826,3,2/1/2023,North,1
6161,1089,5,2/1/2023,North,1
6162,2212,1,2/1/2023,East,4
6163,2777,5,2/1/2023,North,2
6164,4405,1,2/1/2023,North,4
6165,1778,2,2/1/2023,East,3
6166,760,5,2/1/2023,East,1
6167,1007,3,2/1/2023,North,1
6168,3579,5,2/1/2023,West,5
6169,4078,5,2/1/2023,Central,2
