product_id,category,cost_price,selling_price
1145,Sports,4611,5211
1146,Fashion,4452,5887
1147,Fashion,4538,6426
1148,Home,1558,3455
1149,Electronics,47834,48685
1150,Grocery,446,2231
1151,Sports,6620,7219
1152,Electronics,29445,30866
1153,Electronics,5911,7054
1154,Sports,6687,7159
1155,Fashion,3046,4608
1156,Sports,5892,6053
1157,Fashion,1641,2205
1158,Home,1918,2195
1159,Grocery,99,830
1160,Sports,6739,8496
1161,Electronics,48071,48395
1162,Fashion,3091,4342
1163,Grocery,96,1559
1164,Electronics,13664,13778
1165,Grocery,454,2126
1166,Grocery,377,2124
1167,Sports,4060,4901
1168,Fashion,704,2539
1169,Fashion,2825,3932
1170,Electronics,17829,19607
1171,Home,9989,11877
1172,Grocery,420,1840
1173,Sports,1272,2025
1174,Fashion,4392,4914
1175,Electronics,37250,38807
1176,Electronics,33962,35940
1177,Sports,7406,7967
1178,Fashion,2888,4342
1179,Grocery,223,2070
1180,Sports,2645,3845
1181,Electronics,19997,20765
1182,Grocery,198,1219
1183,Electronics,49657,50041
1184,Grocery,373,890
1185,Sports,2592,4324
1186,Home,6320,7957
1187,Fashion,2407,2765
1188,Sports,5075,5250
1189,Sports,5345,6149
1190,Fashion,3095,5014
1191,Electronics,12250,13720
1192,Home,5970,6656
1193,Grocery,496,2020
1194,Home,9739,10627
1195,Electronics,43968,44362
1196,Fashion,775,2453
1197,Home,3819,5027
1198,Sports,5381,5787
1199,Sports,5890,7545
1200,Grocery,487,1916
1201,Fashion,1239,1370
1202,Grocery,83,1563
1203,Sports,3399,5394
1204,Fashion,2259,3108
1205,Home,3848,5294
1206,Electronics,19087,19696
1207,Fashion,3124,4832
1208,Sports,2842,2946
1209,Electronics,24033,24478
1210,Home,4439,6056
1211,Sports,4845,5985
1212,Home,5226,7204
1213,Fashion,2235,3614
1214,Grocery,120,606
1215,Fashion,3016,3121
1216,Electronics,28473,29044
1217,Sports,1072,2686
1218,Sports,1735,3075
1219,Sports,4752,5857
1220,Grocery,134,1048
1221,Fashion,3146,4448
1222,Home,4715,4961
1223,Grocery,82,1948
1224,Home,2831,4668
1225,Sports,5041,5582
1226,Grocery,457,1936
1227,Home,2902,3103
1228,Home,4697,5618
1229,Electronics,25481,26247
1230,Sports,6354,7382
1231,Sports,1520,3410
1232,Grocery,456,1128
1233,Sports,3766,5169
1234,Electronics,45763,47661
1235,Grocery,75,1242
1236,Home,1074,1254
1237,Sports,3713,5407
1238,Grocery,450,2283
1239,Sports,7451,7736
1240,Electronics,12740,14100
1241,Home,4225,4415
1242,Home,2447,2678
1243,Fashion,2399,3523
1244,Fashion,4139,4574
1245,Home,4584,6385
1246,Home,6458,8284
1247,Sports,1662,2556
1248,Grocery,319,1929
1249,Home,7158,8250
1250,Grocery,376,1611
1251,Electronics,34295,34985
1252,Fashion,4167,4855
1253,Fashion,3668,3823
1254,Fashion,2933,4885
1255,Sports,1499,2097
1256,Grocery,248,2160
1257,Home,3820,5572
1258,Electronics,36230,38044
1259,Sports,1563,2175
1260,Grocery,497,1408
1261,Grocery,131,499
1262,Electronics,14545,15937
1263,Fashion,3520,4558
1264,Electronics,24935,25790
1265,Fashion,4072,4310
1266,Grocery,473,867
1267,Electronics,30053,30298
1268,Grocery,453,2396
1269,Home,1327,1600
1270,Electronics,22600,22949
1271,Fashion,3493,4441
1272,Fashion,3054,4429
1273,Fashion,3716,4742
1274,Fashion,1689,3181
1275,Fashion,2911,3198
1276,Grocery,275,650
1277,Electronics,20126,20727
1278,Sports,2252,3071
1279,Grocery,397,1159
1280,Sports,1182,1739
1281,Fashion,1990,3959
1282,Home,3990,5108
1283,Electronics,47186,49038
1284,Sports,1263,2965
1285,Home,6523,7767
1286,Electronics,40155,42071
1287,Electronics,24798,25500
1288,Grocery,164,810
1289,Sports,2854,3185
1290,Fashion,1740,2512
1291,Grocery,363,2063
1292,Grocery,278,1630
1293,Electronics,22176,23395
1294,Grocery,127,566
1295,Electronics,48373,49258
1296,Fashion,1244,1392
1297,Fashion,4443,5866
1298,Fashion,2679,3174
1299,Sports,2282,2514
1300,Fashion,520,1747
1301,Sports,3192,3321
1302,Electronics,32708,34438
1303,Sports,4034,5938
1304,Sports,5804,7486
1305,Home,1133,1374
1306,Sports,1653,2377
1307,Home,7772,9206
1308,Sports,7458,7917
1309,Grocery,444,1101
1310,Sports,2936,3862
1311,Fashion,3943,5104
1312,Home,5638,6285
1313,Fashion,3895,4379
1314,Fashion,1100,1503
1315,Fashion,1389,2290
1316,Home,9394,11116
1317,Electronics,42100,42733
1318,Home,1865,3105
1319,Grocery,482,1558
1320,Electronics,35578,36085
1321,Grocery,347,707
1322,Electronics,41306,41682
1323,Home,2910,3150
1324,Electronics,42687,42801
1325,Fashion,3650,5110
1326,Sports,5163,6577
1327,Home,7050,8240
1328,Fashion,2022,2161
1329,Home,7222,7322
1330,Home,1428,3379
1331,Electronics,25821,26403
1332,Grocery,342,1738
1333,Home,5149,6025
1334,Home,5264,6025
1335,Electronics,14868,16003
1336,Grocery,364,2184
1337,Home,5342,6044
1338,Electronics,29502,31300
1339,Sports,6418,8333
1340,Fashion,2341,2926
1341,Grocery,295,847
1342,Home,7645,7792
1343,Home,4548,6119
1344,Electronics,46119,48103
1345,Sports,955,1067
1346,Electronics,18656,19097
1347,Sports,7423,7619
1348,Grocery,460,1652
1349,Electronics,22400,22894
1350,Home,9074,10468
1351,Sports,1247,2230
1352,Sports,7999,9892
1353,Grocery,207,1058
1354,Home,8311,9255
1355,Electronics,45355,45853
1356,Home,4336,4533
1357,Grocery,122,643
1358,Sports,4968,5587
1359,Grocery,62,402
1360,Fashion,2633,3378
1361,Fashion,1083,2800
1362,Home,8451,8943
1363,Home,1668,3015
1364,Home,7824,9420
1365,Sports,7543,8341
1366,Grocery,356,1745
1367,Grocery,484,1967
1368,Home,9554,10576
1369,Grocery,341,471
1370,Fashion,2350,3174
1371,Home,3943,5411
1372,Sports,5380,5884
1373,Grocery,316,682
1374,Sports,4944,5111
1375,Sports,6764,8100
1376,Grocery,122,1735
1377,Sports,5357,5657
1378,Home,7523,9096
1379,Grocery,70,1399
1380,Grocery,327,2139
1381,Grocery,114,2056
1382,Grocery,332,1741
1383,Grocery,89,423
1384,Electronics,22817,24752
1385,Grocery,470,1529
1386,Sports,2036,3955
1387,Fashion,3140,4417
1388,Electronics,39845,41713
1389,Home,5685,6213
1390,Home,7549,8594
1391,Fashion,3069,3994
1392,Grocery,405,2287
1393,Home,5485,7203
1394,Fashion,3832,5256
1395,Home,2623,3425
1396,Home,6031,7935
1397,Grocery,363,1269
1398,Grocery,314,1005
1399,Electronics,15730,16363
1400,Fashion,1286,3125
1401,Fashion,772,1569
1402,Fashion,4070,5065
1403,Grocery,119,1199
1404,Electronics,36001,37300
1405,Electronics,42602,43948
1406,Grocery,310,806
1407,Electronics,40219,40335
1408,Sports,6523,7581
1409,Fashion,3168,4213
1410,Fashion,4672,6038
1411,Electronics,36881,37520
1412,Home,3349,3560
1413,Sports,1312,2482
1414,Grocery,280,1317
1415,Home,8690,9432
1416,Electronics,27579,27972
1417,Home,1869,2803
1418,Sports,1674,3131
1419,Home,1289,2189
1420,Electronics,37283,39069
1421,Electronics,23367,24662
1422,Sports,2002,3949
1423,Sports,7165,7501
1424,Fashion,526,1351
1425,Electronics,34224,35405
1426,Home,5382,6133
1427,Sports,4021,4800
1428,Fashion,4619,6355
1429,Electronics,35562,36543
1430,Sports,7808,9013
1431,Fashion,3912,5888
1432,Electronics,9887,11481
1433,Sports,6471,8262
1434,Grocery,240,858
1435,Fashion,4272,6128
1436,Grocery,223,677
1437,Fashion,3630,5147
1438,Sports,2276,2900
1439,Fashion,4091,4333
1440,Electronics,30306,30710
1441,Electronics,24517,25233
1442,Home,4704,6130
1443,Electronics,25232,26722
1444,Fashion,3280,5101
1445,Fashion,783,2292
1446,Grocery,276,1640
1447,Grocery,116,461
1448,Electronics,45555,45740
1449,Grocery,160,978
1450,Electronics,31713,32459
1451,Grocery,161,2075
1452,Fashion,3025,3921
1453,Grocery,278,789
1454,Electronics,23017,23281
1455,Fashion,858,1103
1456,Home,3572,3986
1457,Sports,4321,6291
1458,Home,2033,3034
1459,Electronics,25607,27365
1460,Sports,4333,5997
1461,Sports,2460,3489
1462,Grocery,333,795
1463,Electronics,49503,51040
1464,Grocery,334,1313
1465,Electronics,17529,17854
1466,Fashion,2946,3345
1467,Grocery,419,1080
1468,Grocery,446,1996
1469,Sports,7371,8200
1470,Home,3570,3818
1471,Home,2638,4263
1472,Electronics,27457,29162
1473,Home,1287,2166
1474,Electronics,42769,44647
1475,Electronics,9602,10308
1476,Grocery,421,1619
1477,Home,1346,2598
1478,Sports,7186,8916
1479,Grocery,206,817
1480,Grocery,312,671
1481,Sports,6001,6926
1482,Electronics,38040,39118
1483,Grocery,266,1077
1484,Sports,1578,2598
1485,Home,4528,5450
1486,Fashion,3602,3794
1487,Electronics,11573,11711
1488,Fashion,2496,4242
1489,Fashion,2813,4159
1490,Fashion,1257,3104
1491,Grocery,450,1672
1492,Grocery,183,647
1493,Fashion,1494,2761
1494,Home,5947,6679
1495,Grocery,176,1081
1496,Sports,3366,4699
1497,Fashion,4806,6132
1498,Electronics,15532,15968
1499,Grocery,263,1363
1500,Home,5826,6844
1501,Home,2200,3443
1502,Grocery,177,1794
1503,Sports,5242,6328
1504,Electronics,6112,6358
1505,Home,4757,4870
1506,Grocery,261,1772
1507,Electronics,45208,45454
1508,Grocery,221,829
1509,Fashion,993,1478
1510,Fashion,2105,2285
1511,Electronics,38592,40132
1512,Home,9755,10419
1513,Sports,3606,4340
1514,Electronics,17348,18163
1515,Grocery,78,230
1516,Home,6818,8502
1517,Electronics,36979,37730
1518,Electronics,14910,16440
1519,Fashion,3845,5402
1520,Electronics,11650,13438
1521,Sports,1154,1882
1522,Fashion,2880,3941
1523,Grocery,468,2420
1524,Sports,4019,4449
1525,Grocery,259,1289
1526,Fashion,3304,5256
1527,Sports,3891,4838
1528,Fashion,695,1047
1529,Sports,2545,4241
1530,Grocery,276,1255
1531,Home,4914,5229
1532,Grocery,387,1946
1533,Home,4954,5550
1534,Electronics,30801,31843
1535,Fashion,4502,4711
1536,Home,8488,9593
1537,Grocery,485,2037
1538,Sports,3395,3913
1539,Home,5258,6125
1540,Electronics,6378,7016
1541,Home,4608,5712
1542,Electronics,48034,48593
1543,Grocery,197,1182
1544,Electronics,45311,46380
1545,Sports,4081,5518
1546,Grocery,78,1447
1547,Grocery,105,951
1548,Home,5052,5641
1549,Grocery,151,1578
1550,Electronics,9919,10756
1551,Sports,4596,5928
1552,Grocery,392,1428
1553,Grocery,324,1491
1554,Fashion,3154,3628
1555,Fashion,3390,4019
1556,Sports,4222,4339
1557,Electronics,27905,28548
1558,Electronics,46210,47012
1559,Fashion,2624,4071
1560,Grocery,470,1021
1561,Electronics,5202,5780
1562,Electronics,33667,34162
1563,Grocery,64,837
1564,Electronics,22131,23299
1565,Home,9176,9887
1566,Electronics,34376,35881
1567,Fashion,795,2539
1568,Home,5192,5984
1569,Grocery,259,749
1570,Fashion,4746,6125
1571,Grocery,292,1934
1572,Fashion,2321,4294
1573,Electronics,34163,34944
1574,Home,7187,9085
1575,Electronics,27953,28751
1576,Electronics,14796,15026
1577,Grocery,221,1464
1578,Fashion,793,2790
1579,Electronics,45304,45903
1580,Electronics,5849,6574
1581,Home,5119,6486
1582,Home,9462,10305
1583,Sports,2378,4103
1584,Home,9253,10734
1585,Home,8517,8754
1586,Sports,7933,9448
1587,Fashion,4889,5882
1588,Home,2028,2289
1589,Grocery,474,621
1590,Home,5320,7298
1591,Fashion,2686,4570
1592,Grocery,437,1169
1593,Grocery,480,665
1594,Grocery,433,567
1595,Electronics,23693,25108
1596,Home,7009,7273
1597,Electronics,48488,50260
1598,Grocery,159,844
1599,Grocery,274,646
1600,Electronics,30205,30385
1601,Home,2881,4312
1602,Grocery,77,291
1603,Home,5743,6329
1604,Fashion,3087,3953
1605,Home,8353,9647
1606,Electronics,9602,11384
1607,Electronics,25983,26363
1608,Electronics,46538,47090
1609,Fashion,2570,3234
1610,Sports,7461,8055
1611,Fashion,3570,4632
1612,Fashion,2250,3429
1613,Home,7328,8488
1614,Fashion,3724,4603
1615,Grocery,352,626
1616,Sports,5444,6874
1617,Sports,5888,6439
1618,Sports,7234,9116
1619,Home,4863,5675
1620,Home,7813,9280
1621,Electronics,11912,12989
1622,Electronics,37730,38240
1623,Fashion,1562,2542
1624,Grocery,93,1530
1625,Sports,1045,2071
1626,Grocery,57,241
1627,Electronics,38899,40125
1628,Electronics,9630,11045
1629,Sports,5884,6291
1630,Grocery,52,604
1631,Electronics,36906,38033
1632,Grocery,98,503
1633,Home,2812,3787
1634,Home,6740,7028
1635,Fashion,2736,4591
1636,Home,2392,2927
1637,Sports,2945,4917
1638,Fashion,4398,5976
1639,Grocery,452,1803
1640,Sports,6213,6359
1641,Sports,1503,2553
1642,Home,9587,10923
1643,Grocery,485,1302
1644,Electronics,37812,39492
1645,Grocery,392,2323
1646,Sports,2265,3967
1647,Fashion,4853,5847
1648,Sports,5674,6729
1649,Grocery,192,1859
1650,Sports,6191,6990
1651,Grocery,379,2325
1652,Home,6955,7325
1653,Fashion,4407,5357
1654,Electronics,32060,33782
1655,Grocery,180,1616
1656,Home,3322,3661
1657,Electronics,27321,28202
1658,Fashion,4826,6685
1659,Sports,4951,5564
1660,Fashion,1369,1610
1661,Fashion,3172,3990
1662,Grocery,112,1798
1663,Electronics,41563,43187
1664,Sports,1050,1428
1665,Fashion,3570,5527
1666,Home,4513,5811
1667,Fashion,1972,2404
1668,Home,9291,9890
1669,Home,5802,6153
1670,Sports,4629,6156
1671,Home,8670,9889
1672,Sports,4301,6274
1673,Sports,7474,8071
1674,Fashion,3240,5152
1675,Grocery,234,1457
1676,Home,6636,7874
1677,Home,3602,4172
1678,Sports,1009,1408
1679,Grocery,227,1725
1680,Fashion,546,766
1681,Fashion,1553,1987
1682,Sports,3697,4321
1683,Home,6614,8357
1684,Fashion,2872,3944
1685,Electronics,46996,47448
1686,Fashion,1075,2968
1687,Grocery,356,2123
1688,Home,5664,7658
1689,Electronics,46747,48565
1690,Electronics,28041,29199
1691,Home,3878,4851
1692,Sports,5399,7190
1693,Sports,3743,5079
1694,Grocery,345,2285
1695,Electronics,47147,48616
1696,Grocery,478,2263
1697,Electronics,16197,18053
1698,Grocery,167,1383
1699,Grocery,98,1659
1700,Electronics,14381,16320
1701,Electronics,21511,22230
1702,Grocery,377,1594
1703,Grocery,456,1791
1704,Electronics,8781,10162
1705,Sports,7728,9043
1706,Grocery,402,723
1707,Home,9887,10976
1708,Grocery,83,802
1709,Grocery,290,1908
1710,Electronics,34736,36583
1711,Grocery,295,578
1712,Electronics,13725,15088
1713,Sports,4152,5792
1714,Fashion,1716,3687
1715,Electronics,41670,42334
1716,Grocery,168,1904
1717,Home,8408,9613
1718,Grocery,231,802
1719,Grocery,194,402
1720,Electronics,17439,18018
1721,Sports,7856,8517
1722,Grocery,393,2270
1723,Grocery,221,1618
1724,Electronics,36960,38609
1725,Fashion,4675,6335
1726,Fashion,2198,2630
1727,Grocery,306,474
1728,Grocery,155,255
1729,Grocery,114,1927
1730,Grocery,256,2070
1731,Fashion,3817,5539
1732,Home,4070,4905
1733,Sports,7599,7836
1734,Grocery,369,2277
1735,Home,8934,10009
1736,Electronics,43636,45482
1737,Home,1547,1975
1738,Electronics,38121,38329
1739,Fashion,4574,4711
1740,Sports,1979,2160
1741,Electronics,22531,22643
1742,Electronics,37976,38387
1743,Fashion,1531,3163
1744,Grocery,116,1759
1745,Sports,5187,5867
1746,Fashion,4480,5831
1747,Electronics,44321,45249
1748,Grocery,489,1517
1749,Electronics,26567,27519
1750,Home,2877,4363
1751,Sports,5956,6841
1752,Home,9040,10950
1753,Grocery,176,604
1754,Grocery,208,1471
1755,Grocery,197,826
1756,Fashion,1899,3090
1757,Electronics,19943,20757
1758,Sports,6159,6291
1759,Home,8603,9994
1760,Home,3713,5120
1761,Grocery,307,1982
1762,Electronics,47003,48794
1763,Sports,6916,7349
1764,Grocery,132,1881
1765,Electronics,38688,38899
1766,Grocery,216,473
1767,Grocery,87,1196
1768,Sports,2653,3200
1769,Home,9025,10855
1770,Electronics,38041,38956
1771,Electronics,46089,47691
1772,Grocery,453,1515
1773,Sports,3914,4506
1774,Grocery,355,1307
1775,Grocery,178,1118
1776,Home,8191,9078
1777,Grocery,448,1441
1778,Home,9390,10632
1779,Grocery,249,1659
1780,Fashion,2081,3969
1781,Home,2016,3587
1782,Home,3501,4627
1783,Fashion,2418,4412
1784,Electronics,43685,44124
1785,Home,3926,5695
1786,Sports,4206,5807
1787,Fashion,4955,6625
1788,Home,5768,6654
1789,Sports,4937,5647
1790,Grocery,96,647
1791,Fashion,2115,3926
1792,Home,3705,4809
1793,Sports,5350,6609
1794,Fashion,1607,2060
1795,Grocery,237,598
1796,Fashion,2888,4577
1797,Electronics,8304,9662
1798,Home,4306,6121
1799,Sports,6617,7342
1800,Sports,1936,2960
1801,Grocery,388,994
1802,Fashion,3246,4786
1803,Electronics,20978,22280
1804,Fashion,3312,4855
1805,Electronics,5237,5767
1806,Electronics,33844,34154
1807,Home,3314,3697
1808,Grocery,103,1447
1809,Electronics,5556,6852
1810,Fashion,2741,3870
1811,Home,9332,11017
1812,Grocery,466,935
1813,Sports,6110,7396
1814,Grocery,64,1616
1815,Fashion,1955,2948
1816,Electronics,17076,17492
1817,Grocery,275,1730
1818,Home,8693,9071
1819,Electronics,41313,42277
1820,Grocery,278,588
1821,Grocery,320,1375
1822,Sports,6002,6751
1823,Grocery,64,506
1824,Electronics,39505,40021
1825,Home,8221,10062
1826,Home,7869,9811
1827,Electronics,33027,33558
1828,Home,1583,2043
1829,Home,5526,7148
1830,Grocery,106,1714
1831,Home,3735,5211
1832,Home,2886,3317
1833,Grocery,289,556
1834,Electronics,31282,32254
1835,Electronics,42915,43843
1836,Electronics,49078,50272
1837,Fashion,3383,4270
1838,Electronics,28930,29827
1839,Sports,2335,3385
1840,Home,7443,8479
1841,Grocery,86,1953
1842,Fashion,4212,4646
1843,Home,1197,1628
1844,Electronics,35425,36082
1845,Sports,5503,7058
1846,Fashion,3050,4362
1847,Grocery,381,1913
1848,Sports,5731,6977
1849,Sports,3259,3588
1850,Sports,1360,3168
1851,Grocery,343,874
1852,Sports,1316,2004
1853,Electronics,14444,14812
1854,Fashion,2065,2962
1855,Fashion,3407,4316
1856,Fashion,1074,2244
1857,Electronics,14483,14684
1858,Home,8470,8936
1859,Home,6279,6660
1860,Fashion,1375,3140
1861,Grocery,349,626
1862,Grocery,165,655
1863,Electronics,32047,33670
1864,Electronics,46856,47457
1865,Sports,5115,5317
1866,Sports,5518,5970
1867,Fashion,3087,4336
1868,Electronics,47565,49200
1869,Sports,5992,6524
1870,Fashion,1823,2955
1871,Grocery,293,1913
1872,Sports,3464,3978
1873,Grocery,159,2041
1874,Home,7116,7336
1875,Grocery,371,502
1876,Home,9325,10966
1877,Home,4979,6404
1878,Electronics,45606,47508
1879,Electronics,19775,20861
1880,Grocery,474,1404
1881,Electronics,5620,7017
1882,Electronics,38500,38729
1883,Fashion,3930,5135
1884,Grocery,329,1019
1885,Electronics,42087,43272
1886,Grocery,287,2236
1887,Grocery,473,1439
1888,Sports,2436,2906
1889,Grocery,486,1289
1890,Home,9660,11033
1891,Electronics,25887,26322
1892,Home,4831,5445
1893,Sports,6960,7746
1894,Home,1519,2884
1895,Sports,2080,3590
1896,Home,3115,4350
1897,Fashion,3322,4597
1898,Electronics,48137,48245
1899,Sports,7842,9267
1900,Electronics,8316,10043
1901,Fashion,4968,6836
1902,Grocery,57,1237
1903,Grocery,50,1561
1904,Sports,7722,8992
1905,Grocery,123,673
1906,Home,2845,4639
1907,Sports,4571,5928
1908,Home,6190,7279
1909,Grocery,361,828
1910,Electronics,30263,31184
1911,Fashion,880,2732
1912,Electronics,29370,30699
1913,Home,6148,6430
1914,Electronics,19092,21054
1915,Grocery,261,633
1916,Fashion,644,2347
1917,Fashion,4288,5308
1918,Home,7423,8747
1919,Grocery,430,2392
1920,Grocery,251,382
1921,Electronics,24921,25155
1922,Electronics,15833,16063
1923,Home,9188,9838
1924,Grocery,254,458
1925,Grocery,320,1024
1926,Electronics,45340,45718
1927,Fashion,1153,1749
1928,Grocery,261,786
1929,Home,5634,6526
1930,Electronics,37443,38695
1931,Grocery,236,1321
1932,Sports,3019,4818
1933,Electronics,18008,18376
1934,Grocery,62,1261
1935,Sports,1533,2706
1936,Sports,814,2099
1937,Fashion,4355,4495
1938,Home,2936,3438
1939,Sports,4692,6078
1940,Electronics,39654,40977
1941,Electronics,8440,8856
1942,Home,4361,5869
1943,Home,5712,5939
1944,Sports,6826,7971
1945,Sports,2353,2681
1946,Grocery,80,1861
1947,Grocery,152,726
1948,Sports,2849,2969
1949,Electronics,35961,37178
1950,Fashion,2936,4257
1951,Home,6669,7602
1952,Home,1931,2531
1953,Fashion,4054,4491
1954,Fashion,1984,3236
1955,Grocery,398,1702
1956,Electronics,48615,50303
1957,Sports,6620,8598
1958,Sports,4301,5651
1959,Electronics,45184,47009
1960,Sports,1501,1682
1961,Sports,7567,9493
1962,Sports,4010,5024
1963,Grocery,163,1693
1964,Fashion,2611,3820
1965,Home,1379,2515
1966,Sports,7735,8703
1967,Grocery,497,2005
1968,Home,2131,2809
1969,Sports,5868,6058
1970,Sports,7727,8240
1971,Sports,7443,8731
1972,Grocery,312,501
1973,Fashion,4844,5497
1974,Home,9350,9453
1975,Home,8487,8692
1976,Electronics,48914,49601
1977,Grocery,214,1905
1978,Sports,2215,3453
1979,Fashion,2034,2537
1980,Fashion,2202,3252
1981,Home,5066,5601
1982,Grocery,62,385
1983,Electronics,22707,24501
1984,Electronics,43257,45068
1985,Fashion,2426,2823
1986,Fashion,962,2685
1987,Fashion,1078,1601
1988,Fashion,2401,4159
1989,Home,4640,5921
1990,Fashion,1431,3037
1991,Fashion,1245,2609
1992,Home,5463,6189
1993,Home,8276,8928
1994,Electronics,34779,35098
1995,Sports,5104,5260
1996,Grocery,100,1282
1997,Electronics,14007,15236
1998,Fashion,4822,6054
1999,Home,3324,3719
2000,Grocery,144,1531
2001,Grocery,368,2168
2002,Grocery,266,892
2003,Fashion,2589,2900
2004,Electronics,17489,18456
2005,Fashion,569,2187
2006,Home,6382,8032
2007,Sports,1602,1734
2008,Electronics,16974,17385
2009,Electronics,28810,29121
2010,Home,9239,9655
2011,Electronics,22936,24458
2012,Electronics,43922,45853
2013,Grocery,286,640
2014,Home,3636,4759
2015,Grocery,126,1439
2016,Home,5129,6024
2017,Electronics,25597,27559
2018,Grocery,311,1053
2019,Fashion,3962,5285
2020,Grocery,414,2285
2021,Fashion,3072,3631
2022,Electronics,43865,45454
2023,Grocery,267,1374
2024,Home,6016,6379
2025,Electronics,25266,25802
2026,Fashion,4679,5628
2027,Home,8432,9805
2028,Home,8928,10318
2029,Home,8994,10319
2030,Home,1937,3208
2031,Electronics,44351,46102
2032,Sports,3842,5832
2033,Fashion,2149,2575
2034,Sports,4529,6509
2035,Home,6466,8333
2036,Fashion,1061,1640
2037,Electronics,29334,29503
2038,Home,6132,6679
2039,Sports,4867,5001
2040,Sports,6479,7185
2041,Electronics,41449,42448
2042,Sports,5697,6532
2043,Grocery,363,1015
2044,Sports,4298,5027
2045,Grocery,334,1356
2046,Home,6270,7119
2047,Grocery,96,956
2048,Sports,3572,3750
2049,Fashion,1566,2282
2050,Home,9183,9730
2051,Home,4631,4766
2052,Fashion,3785,5342
2053,Grocery,279,927
2054,Home,7973,9217
2055,Sports,1840,2531
2056,Home,1333,2210
2057,Fashion,1635,2409
2058,Electronics,14094,14956
2059,Fashion,3038,4672
2060,Sports,1701,2296
2061,Home,4199,5591
2062,Home,2379,4009
2063,Fashion,4729,5424
2064,Home,7739,9069
2065,Sports,1309,2392
2066,Grocery,112,1891
2067,Grocery,108,906
2068,Home,7011,8959
2069,Sports,6208,7669
2070,Fashion,2654,3878
2071,Fashion,1704,2560
2072,Electronics,33692,34556
2073,Fashion,3422,4286
2074,Grocery,140,1545
2075,Sports,1306,1890
2076,Electronics,16367,17036
2077,Electronics,44531,45418
2078,Home,1034,1484
2079,Home,7125,7228
2080,Electronics,17798,18585
2081,Electronics,25500,27349
2082,Electronics,48790,50681
2083,Grocery,172,1519
2084,Fashion,873,2516
2085,Fashion,672,1879
2086,Sports,4808,5256
2087,Electronics,17881,19538
2088,Fashion,1440,3426
2089,Home,5981,7314
2090,Home,4136,5761
2091,Home,6221,8164
2092,Electronics,28153,29032
2093,Sports,6770,7574
2094,Grocery,311,1511
2095,Grocery,306,2104
2096,Home,5574,6666
2097,Fashion,4317,6067
2098,Home,2326,3760
2099,Electronics,49837,51139
2100,Fashion,3633,3774
2101,Grocery,442,977
2102,Grocery,482,1917
2103,Grocery,206,1236
2104,Grocery,426,2399
2105,Grocery,303,1308
2106,Sports,7148,8806
2107,Sports,7032,8049
2108,Grocery,221,1662
2109,Grocery,61,955
2110,Sports,2754,2987
2111,Fashion,3452,4930
2112,Fashion,4224,5014
2113,Home,1224,3082
2114,Grocery,465,639
2115,Electronics,29862,31349
2116,Home,4311,5448
2117,Fashion,3696,5001
2118,Fashion,700,1121
2119,Grocery,416,1061
2120,Fashion,1070,2814
2121,Sports,1810,3167
2122,Grocery,110,959
2123,Fashion,3004,4606
2124,Fashion,1273,2817
2125,Electronics,36528,37198
2126,Home,5430,6384
2127,Grocery,485,1149
2128,Fashion,3189,4387
2129,Grocery,67,875
2130,Electronics,23219,25179
2131,Electronics,41926,43029
2132,Electronics,33933,34859
2133,Fashion,1931,2420
2134,Fashion,2570,3197
2135,Electronics,35761,36630
2136,Sports,5804,6307
2137,Grocery,188,956
2138,Grocery,287,1356
2139,Sports,6941,7628
2140,Fashion,1000,2415
2141,Grocery,158,950
2142,Grocery,198,1496
2143,Sports,7541,9541
2144,Home,4052,4800
2145,Sports,7153,8776
2146,Electronics,38178,39892
2147,Home,5149,6970
2148,Sports,6350,6631
2149,Fashion,2846,4751
2150,Fashion,1314,1899
2151,Grocery,293,2036
2152,Sports,6429,6642
2153,Electronics,19684,20909
2154,Electronics,23862,25221
2155,Sports,4118,4938
2156,Electronics,10084,10604
2157,Grocery,421,1385
2158,Fashion,4425,5122
2159,Home,3179,5051
2160,Electronics,28297,29750
2161,Electronics,38189,38768
2162,Electronics,41532,43512
2163,Home,5702,6120
2164,Grocery,242,1884
2165,Home,7005,7469
2166,Home,8669,9927
2167,Grocery,490,1827
2168,Grocery,220,810
2169,Home,4326,5525
2170,Sports,1236,1907
2171,Electronics,44888,45240
2172,Electronics,42479,42989
2173,Electronics,36228,37742
2174,Home,5669,6118
2175,Electronics,13836,15139
2176,Fashion,2899,3214
2177,Fashion,2050,2296
2178,Electronics,25256,25795
2179,Electronics,41014,42781
2180,Sports,2813,3263
2181,Electronics,46079,46464
2182,Electronics,35014,36956
2183,Home,5229,6588
2184,Grocery,419,988
2185,Fashion,590,1616
2186,Sports,4052,5854
2187,Grocery,367,2308
2188,Electronics,28568,29844
2189,Home,7871,8310
2190,Home,5018,5352
2191,Fashion,1393,2750
2192,Sports,3969,4941
2193,Fashion,3031,3954
2194,Sports,3980,5615
2195,Grocery,379,2366
2196,Electronics,25696,26386
2197,Electronics,14762,15449
2198,Sports,3979,4399
2199,Sports,4775,6171
2200,Electronics,15209,16889
2201,Electronics,10479,11389
2202,Fashion,757,950
2203,Electronics,17556,18324
2204,Home,7498,9249
2205,Electronics,28018,29618
2206,Home,1681,2265
2207,Home,5499,6773
2208,Fashion,3277,4371
2209,Home,1012,2097
2210,Electronics,24963,26604
2211,Sports,4315,5664
