product_id,warehouse_id,stock_quantity,reorder_level
664,3,251,114
664,4,77,31
664,5,467,119
665,1,400,82
665,2,468,125
665,3,433,128
665,4,223,140
665,5,185,89
666,1,411,113
666,2,165,58
666,3,50,47
666,4,276,63
666,5,318,111
667,1,464,53
667,2,422,104
667,3,292,97
667,4,88,79
667,5,472,72
668,1,219,115
668,2,456,100
668,3,451,72
668,4,387,145
668,5,334,30
669,1,229,144
669,2,345,62
669,3,252,147
669,4,264,74
669,5,421,86
670,1,99,33
670,2,68,139
670,3,303,74
670,4,268,37
670,5,489,103
671,1,231,99
671,2,130,140
671,3,250,100
671,4,391,112
671,5,122,86
672,1,257,66
672,2,95,74
672,3,445,125
672,4,208,32
672,5,449,84
673,1,277,60
673,2,412,30
673,3,465,78
673,4,344,123
673,5,379,62
674,1,416,100
674,2,493,136
674,3,431,41
674,4,458,79
674,5,117,46
675,1,459,123
675,2,358,103
675,3,243,136
675,4,123,77
675,5,151,56
676,1,443,96
676,2,341,44
676,3,179,100
676,4,454,131
676,5,270,53
677,1,63,36
677,2,82,91
677,3,101,119
677,4,127,120
677,5,421,97
678,1,206,117
678,2,97,115
678,3,225,79
678,4,124,98
678,5,202,70
679,1,431,65
679,2,209,117
679,3,111,77
679,4,182,104
679,5,290,143
680,1,168,88
680,2,325,137
680,3,461,78
680,4,403,138
680,5,310,71
681,1,446,77
681,2,299,35
681,3,426,115
681,4,55,48
681,5,472,46
682,1,267,56
682,2,394,143
682,3,401,80
682,4,279,51
682,5,319,51
683,1,332,43
683,2,247,121
683,3,488,94
683,4,482,67
683,5,54,90
684,1,168,74
684,2,128,119
684,3,138,135
684,4,439,126
684,5,340,44
685,1,344,118
685,2,419,38
685,3,364,96
685,4,92,66
685,5,353,113
686,1,444,142
686,2,151,81
686,3,156,94
686,4,233,142
686,5,312,64
687,1,423,97
687,2,287,108
687,3,372,120
687,4,106,44
687,5,211,108
688,1,269,114
688,2,292,100
688,3,71,35
688,4,321,126
688,5,154,113
689,1,334,94
689,2,296,59
689,3,327,129
689,4,274,74
689,5,228,101
690,1,124,35
690,2,271,116
690,3,336,59
690,4,60,125
690,5,374,112
691,1,257,98
691,2,149,102
691,3,490,103
691,4,342,69
691,5,116,95
692,1,212,53
692,2,141,107
692,3,242,122
692,4,383,117
692,5,278,86
693,1,323,73
693,2,399,83
693,3,463,134
693,4,270,91
693,5,111,59
694,1,345,101
694,2,181,111
694,3,324,56
694,4,456,79
694,5,265,53
695,1,181,128
695,2,405,98
695,3,325,142
695,4,461,130
695,5,126,79
696,1,235,40
696,2,457,113
696,3,263,46
696,4,286,78
696,5,160,63
697,1,396,105
697,2,333,83
697,3,82,117
697,4,216,40
697,5,481,99
698,1,314,33
698,2,311,125
698,3,324,54
698,4,293,68
698,5,213,47
699,1,400,47
699,2,386,34
699,3,93,139
699,4,328,98
699,5,355,72
700,1,462,72
700,2,281,133
700,3,236,33
700,4,394,90
700,5,76,142
701,1,220,76
701,2,209,83
701,3,245,147
701,4,178,66
701,5,166,56
702,1,113,68
702,2,301,35
702,3,412,135
702,4,194,72
702,5,361,89
703,1,129,75
703,2,71,109
703,3,266,110
703,4,327,43
703,5,114,120
704,1,67,93
704,2,455,57
704,3,482,123
704,4,332,121
704,5,415,150
705,1,400,92
705,2,444,38
705,3,131,31
705,4,283,84
705,5,166,131
706,1,336,150
706,2,422,141
706,3,138,47
706,4,307,125
706,5,434,103
707,1,224,146
707,2,125,131
707,3,438,112
707,4,348,105
707,5,468,111
708,1,199,82
708,2,241,93
708,3,91,94
708,4,90,131
708,5,53,101
709,1,235,61
709,2,159,91
709,3,73,110
709,4,257,62
709,5,395,84
710,1,372,122
710,2,448,130
710,3,296,145
710,4,245,38
710,5,151,52
711,1,218,68
711,2,114,116
711,3,194,98
711,4,282,64
711,5,470,101
712,1,491,54
712,2,117,60
712,3,192,66
712,4,397,142
712,5,182,64
713,1,334,38
713,2,266,39
713,3,243,54
713,4,186,108
713,5,261,81
714,1,97,73
714,2,83,109
714,3,480,142
714,4,304,85
714,5,78,107
715,1,427,112
715,2,434,143
715,3,124,142
715,4,212,32
715,5,405,34
716,1,237,59
716,2,424,36
716,3,264,102
716,4,96,79
716,5,270,149
717,1,58,116
717,2,269,130
717,3,298,68
717,4,66,62
717,5,338,50
718,1,114,131
718,2,119,120
718,3,264,109
718,4,492,142
718,5,280,43
719,1,316,30
719,2,365,48
719,3,493,107
719,4,489,100
719,5,476,118
720,1,270,63
720,2,145,126
720,3,498,71
720,4,314,59
720,5,437,134
721,1,68,52
721,2,129,115
721,3,278,95
721,4,416,101
721,5,236,62
722,1,161,99
722,2,381,133
722,3,90,112
722,4,416,48
722,5,119,51
723,1,58,78
723,2,151,126
723,3,95,113
723,4,340,132
723,5,452,147
724,1,63,101
724,2,439,48
724,3,204,118
724,4,206,140
724,5,449,93
725,1,489,107
725,2,218,99
725,3,319,126
725,4,387,95
725,5,80,41
726,1,331,146
726,2,221,122
726,3,286,100
726,4,253,51
726,5,428,112
727,1,152,51
727,2,76,138
727,3,55,50
727,4,328,62
727,5,108,51
728,1,417,109
728,2,180,149
728,3,179,93
728,4,364,129
728,5,204,120
729,1,251,54
729,2,73,141
729,3,281,58
729,4,86,69
729,5,262,85
730,1,170,39
730,2,220,35
730,3,305,84
730,4,184,72
730,5,434,72
731,1,304,145
731,2,431,44
731,3,464,42
731,4,151,83
731,5,179,149
732,1,150,53
732,2,106,128
732,3,166,73
732,4,194,88
732,5,78,71
733,1,206,104
733,2,208,32
733,3,178,78
733,4,408,96
733,5,500,150
734,1,177,147
734,2,221,120
734,3,82,34
734,4,437,37
734,5,199,45
735,1,449,83
735,2,386,141
735,3,194,120
735,4,320,117
735,5,412,94
736,1,113,44
736,2,262,101
736,3,76,115
736,4,97,30
736,5,267,119
737,1,55,77
737,2,127,56
737,3,86,106
737,4,174,58
737,5,291,110
738,1,195,65
738,2,167,126
738,3,276,45
738,4,337,66
738,5,211,87
739,1,112,130
739,2,394,124
739,3,324,30
739,4,381,105
739,5,106,65
740,1,345,63
740,2,468,143
740,3,160,104
740,4,298,32
740,5,227,75
741,1,54,123
741,2,147,70
741,3,472,65
741,4,387,150
741,5,138,31
742,1,98,68
742,2,366,133
742,3,241,128
742,4,486,104
742,5,381,31
743,1,347,59
743,2,128,97
743,3,175,127
743,4,302,34
743,5,166,51
744,1,305,70
744,2,477,109
744,3,257,51
744,4,161,71
744,5,311,69
745,1,288,140
745,2,50,82
745,3,404,38
745,4,343,100
745,5,72,59
746,1,93,141
746,2,178,42
746,3,292,107
746,4,275,48
746,5,226,126
747,1,451,81
747,2,145,40
747,3,78,61
747,4,129,101
747,5,207,91
748,1,481,113
748,2,489,130
748,3,199,70
748,4,438,134
748,5,215,34
749,1,74,86
749,2,238,83
749,3,143,107
749,4,455,36
749,5,401,32
750,1,150,44
750,2,392,115
750,3,311,134
750,4,234,109
750,5,94,62
751,1,340,132
751,2,427,101
751,3,375,78
751,4,441,123
751,5,398,49
752,1,499,63
752,2,486,100
752,3,475,100
752,4,246,30
752,5,257,133
753,1,303,71
753,2,51,70
753,3,63,81
753,4,239,143
753,5,366,135
754,1,462,94
754,2,430,64
754,3,371,93
754,4,81,147
754,5,92,124
755,1,158,119
755,2,437,38
755,3,441,60
755,4,311,141
755,5,213,107
756,1,480,67
756,2,452,126
756,3,278,44
756,4,89,143
756,5,90,43
757,1,412,133
757,2,390,93
757,3,266,87
757,4,211,102
757,5,371,106
758,1,258,81
758,2,497,99
758,3,467,136
758,4,374,48
758,5,486,141
759,1,308,100
759,2,417,123
759,3,187,111
759,4,445,58
759,5,157,34
760,1,439,35
760,2,199,107
760,3,329,121
760,4,66,92
760,5,375,128
761,1,65,67
761,2,393,130
761,3,457,82
761,4,107,70
761,5,204,144
762,1,262,146
762,2,463,142
762,3,140,35
762,4,252,97
762,5,315,107
763,1,260,49
763,2,340,55
763,3,110,30
763,4,302,134
763,5,387,106
764,1,445,135
764,2,82,94
764,3,389,71
764,4,100,110
764,5,395,60
765,1,220,139
765,2,107,82
765,3,234,141
765,4,326,111
765,5,383,32
766,1,453,70
766,2,419,39
766,3,95,70
766,4,331,139
766,5,359,39
767,1,179,130
767,2,482,72
767,3,111,48
767,4,135,31
767,5,468,43
768,1,222,149
768,2,162,128
768,3,330,75
768,4,399,71
768,5,203,114
769,1,473,88
769,2,248,131
769,3,431,91
769,4,177,106
769,5,344,85
770,1,168,120
770,2,345,144
770,3,315,56
770,4,250,36
770,5,285,121
771,1,222,115
771,2,170,34
771,3,464,142
771,4,445,59
771,5,300,94
772,1,282,139
772,2,289,70
772,3,336,136
772,4,102,132
772,5,169,37
773,1,340,83
773,2,54,64
773,3,488,40
773,4,446,130
773,5,262,137
774,1,346,133
774,2,481,70
774,3,438,149
774,4,166,86
774,5,124,137
775,1,277,84
775,2,347,32
775,3,361,64
775,4,104,76
775,5,261,79
776,1,442,35
776,2,104,61
776,3,484,114
776,4,413,100
776,5,346,102
777,1,412,111
777,2,243,83
777,3,230,73
777,4,62,137
777,5,106,96
778,1,181,122
778,2,290,63
778,3,439,118
778,4,236,46
778,5,279,136
779,1,434,38
779,2,256,95
779,3,90,142
779,4,266,56
779,5,292,146
780,1,349,150
780,2,151,125
780,3,336,122
780,4,357,131
780,5,208,109
781,1,384,53
781,2,229,150
781,3,109,84
781,4,256,150
781,5,342,48
782,1,412,105
782,2,206,57
782,3,493,109
782,4,340,118
782,5,120,126
783,1,235,89
783,2,160,86
783,3,194,118
783,4,353,115
783,5,357,41
784,1,115,132
784,2,399,96
784,3,179,65
784,4,431,73
784,5,369,69
785,1,277,119
785,2,341,39
785,3,354,41
785,4,80,56
785,5,119,61
786,1,221,87
786,2,393,92
786,3,65,32
786,4,366,138
786,5,226,142
787,1,316,52
787,2,500,106
787,3,209,60
787,4,258,120
787,5,196,32
788,1,308,139
788,2,108,44
788,3,144,113
788,4,337,42
788,5,317,58
789,1,164,119
789,2,364,144
789,3,485,122
789,4,441,41
789,5,468,97
790,1,485,98
790,2,251,136
790,3,205,150
790,4,471,93
790,5,146,142
791,1,461,150
791,2,279,142
791,3,125,40
791,4,416,147
791,5,334,118
792,1,132,102
792,2,263,86
792,3,463,93
792,4,60,81
792,5,355,79
793,1,116,71
793,2,299,123
793,3,240,62
793,4,257,110
793,5,71,35
794,1,181,73
794,2,351,141
794,3,272,73
794,4,444,91
794,5,58,67
795,1,299,90
795,2,418,115
795,3,66,105
795,4,417,102
795,5,335,138
796,1,385,45
796,2,277,126
796,3,260,137
796,4,182,52
796,5,358,110
797,1,228,36
797,2,72,35
797,3,260,135
797,4,376,52
797,5,188,52
798,1,255,42
798,2,364,145
798,3,288,58
798,4,237,105
798,5,490,70
799,1,274,40
799,2,354,116
799,3,280,71
799,4,406,131
799,5,488,46
800,1,265,43
800,2,249,32
800,3,212,46
800,4,325,89
800,5,115,79
801,1,300,88
801,2,188,94
801,3,229,39
801,4,152,124
801,5,377,116
802,1,432,104
802,2,180,62
802,3,424,72
802,4,493,48
802,5,75,78
803,1,262,61
803,2,225,67
803,3,456,81
803,4,94,64
803,5,403,70
804,1,238,55
804,2,404,130
804,3,269,124
804,4,359,76
804,5,276,114
805,1,398,35
805,2,494,78
805,3,119,150
805,4,480,43
805,5,180,134
806,1,417,95
806,2,428,50
806,3,82,100
806,4,96,52
806,5,193,80
807,1,73,38
807,2,470,100
807,3,242,60
807,4,71,118
807,5,341,91
808,1,399,126
808,2,431,129
808,3,398,99
808,4,469,150
808,5,291,123
809,1,156,150
809,2,239,114
809,3,482,58
809,4,253,55
809,5,180,70
810,1,72,133
810,2,174,71
810,3,177,118
810,4,385,148
810,5,74,49
811,1,434,82
811,2,351,123
811,3,85,36
811,4,295,71
811,5,293,133
812,1,349,61
812,2,375,58
812,3,98,136
812,4,344,55
812,5,186,33
813,1,154,143
813,2,389,148
813,3,157,76
813,4,77,76
813,5,266,150
814,1,112,63
814,2,114,131
814,3,281,90
814,4,57,72
814,5,405,47
815,1,381,104
815,2,244,44
815,3,317,145
815,4,356,112
815,5,249,103
816,1,486,61
816,2,395,105
816,3,238,140
816,4,122,83
816,5,397,110
817,1,497,132
817,2,453,100
817,3,291,107
817,4,191,92
817,5,269,44
818,1,480,90
818,2,452,122
818,3,189,127
818,4,263,57
818,5,245,30
819,1,315,149
819,2,177,59
819,3,356,123
819,4,397,47
819,5,354,129
820,1,161,64
820,2,357,141
820,3,356,105
820,4,79,118
820,5,371,65
821,1,246,110
821,2,328,119
821,3,282,145
821,4,315,121
821,5,330,140
822,1,53,128
822,2,97,137
822,3,197,69
822,4,207,104
822,5,153,132
823,1,294,95
823,2,322,80
823,3,262,34
823,4,91,40
823,5,451,136
824,1,341,110
824,2,118,63
824,3,338,91
824,4,64,50
824,5,128,149
825,1,433,147
825,2,237,111
825,3,130,60
825,4,327,87
825,5,269,94
826,1,156,148
826,2,415,50
826,3,325,105
826,4,430,147
826,5,436,68
827,1,186,139
827,2,473,72
827,3,152,44
827,4,300,53
827,5,389,56
828,1,182,139
828,2,207,141
828,3,356,82
828,4,218,99
828,5,213,75
829,1,199,36
829,2,79,111
829,3,76,149
829,4,89,70
829,5,210,80
830,1,350,132
830,2,68,136
830,3,409,85
830,4,94,47
830,5,162,124
831,1,135,65
831,2,405,100
831,3,131,102
831,4,155,133
831,5,344,93
832,1,300,69
832,2,121,49
832,3,67,136
832,4,246,68
832,5,183,90
833,1,423,83
833,2,175,106
833,3,175,84
833,4,400,35
833,5,307,85
834,1,195,51
834,2,479,30
834,3,467,53
834,4,291,41
834,5,351,82
835,1,171,92
835,2,454,138
835,3,453,67
835,4,371,55
835,5,208,109
836,1,260,94
836,2,337,137
836,3,497,51
836,4,248,107
836,5,187,147
837,1,419,85
837,2,453,81
837,3,180,62
837,4,363,56
837,5,153,85
838,1,344,68
838,2,260,97
838,3,308,42
838,4,420,39
838,5,488,104
839,1,456,35
839,2,165,145
839,3,415,132
839,4,356,58
839,5,243,110
840,1,414,135
840,2,297,147
840,3,213,65
840,4,331,88
840,5,316,51
841,1,62,149
841,2,375,113
841,3,63,135
841,4,198,149
841,5,271,72
842,1,264,149
842,2,459,119
842,3,148,125
842,4,426,55
842,5,254,100
843,1,157,66
843,2,331,117
843,3,463,46
843,4,398,116
843,5,310,83
844,1,329,61
844,2,487,142
844,3,428,142
844,4,80,50
844,5,50,67
845,1,451,100
845,2,366,44
845,3,126,50
845,4,61,147
845,5,317,129
846,1,163,69
846,2,452,34
846,3,472,120
846,4,421,141
846,5,319,83
847,1,453,72
847,2,121,103
847,3,358,85
847,4,141,55
847,5,343,136
848,1,241,40
848,2,65,40
848,3,396,147
848,4,479,30
848,5,54,82
849,1,71,116
849,2,296,87
849,3,141,55
849,4,181,121
849,5,61,34
850,1,257,39
850,2,380,110
850,3,330,98
850,4,480,141
850,5,265,132
851,1,116,90
851,2,482,53
851,3,452,106
851,4,199,54
851,5,455,145
852,1,86,74
852,2,309,95
852,3,263,51
852,4,66,55
852,5,198,97
853,1,70,100
853,2,417,81
853,3,106,126
853,4,321,32
853,5,363,140
854,1,440,86
854,2,194,67
854,3,159,34
854,4,314,48
854,5,236,149
855,1,279,59
855,2,268,57
855,3,341,126
855,4,380,65
855,5,57,74
856,1,207,136
856,2,175,84
856,3,386,119
856,4,176,81
856,5,145,98
857,1,298,121
857,2,392,102
857,3,159,33
857,4,92,93
857,5,303,125
858,1,488,81
858,2,309,55
858,3,314,60
858,4,238,132
858,5,331,79
859,1,162,94
859,2,139,36
859,3,346,143
859,4,343,102
859,5,139,59
860,1,426,127
860,2,176,143
860,3,146,31
860,4,400,105
860,5,280,139
861,1,302,117
861,2,181,75
861,3,133,56
861,4,351,132
861,5,466,123
862,1,178,81
862,2,333,44
862,3,413,30
862,4,126,69
862,5,164,62
863,1,227,108
863,2,115,97
863,3,194,120
863,4,331,94
863,5,267,41
864,1,144,131
864,2,488,99
864,3,323,90
864,4,478,89
864,5,331,108
865,1,423,41
865,2,396,136
865,3,481,112
865,4,399,56
865,5,148,56
866,1,88,32
866,2,180,98
866,3,225,94
866,4,245,139
866,5,155,74
867,1,189,137
867,2,73,40
867,3,206,92
867,4,153,73
867,5,93,118
868,1,58,73
868,2,444,56
868,3,311,38
868,4,141,139
868,5,70,60
869,1,165,46
869,2,463,103
869,3,271,39
869,4,252,150
869,5,446,113
870,1,425,82
870,2,378,31
870,3,230,82
870,4,108,105
870,5,241,142
871,1,136,148
871,2,355,118
871,3,55,82
871,4,425,61
871,5,373,134
872,1,331,87
872,2,350,38
872,3,61,117
872,4,384,133
872,5,297,150
873,1,354,146
873,2,224,76
873,3,222,70
873,4,257,141
873,5,352,135
874,1,122,110
874,2,414,54
874,3,93,59
874,4,123,89
874,5,197,140
875,1,467,128
875,2,125,138
875,3,118,141
875,4,399,135
875,5,470,34
876,1,64,103
876,2,213,64
876,3,243,99
876,4,250,31
876,5,240,143
877,1,300,51
877,2,167,123
877,3,299,47
877,4,429,80
877,5,467,127
878,1,429,118
878,2,252,139
878,3,259,83
878,4,300,111
878,5,180,115
879,1,95,34
879,2,267,98
879,3,96,118
879,4,204,58
879,5,361,123
880,1,270,79
880,2,272,82
880,3,438,46
880,4,96,102
880,5,278,145
881,1,64,104
881,2,130,99
881,3,470,43
881,4,238,31
881,5,62,81
882,1,488,93
882,2,301,125
882,3,450,72
882,4,133,62
882,5,371,135
883,1,199,44
883,2,462,108
883,3,374,73
883,4,386,72
883,5,138,105
884,1,98,54
884,2,389,69
884,3,127,139
884,4,234,56
884,5,473,42
885,1,240,101
885,2,160,97
885,3,184,113
885,4,491,56
885,5,242,94
886,1,484,125
886,2,342,142
886,3,163,138
886,4,319,142
886,5,325,88
887,1,326,44
887,2,97,67
887,3,329,56
887,4,398,130
887,5,460,122
888,1,351,127
888,2,77,92
888,3,213,36
888,4,59,106
888,5,209,116
889,1,203,113
889,2,328,54
889,3,244,74
889,4,310,35
889,5,177,114
890,1,499,57
890,2,156,120
890,3,488,61
890,4,249,145
890,5,195,86
891,1,73,69
891,2,394,96
891,3,298,118
891,4,419,40
891,5,63,142
892,1,179,134
892,2,440,106
892,3,207,118
892,4,196,147
892,5,408,74
893,1,210,62
893,2,200,122
893,3,389,47
893,4,467,127
893,5,268,50
894,1,388,62
894,2,465,38
894,3,369,111
894,4,475,70
894,5,291,149
895,1,238,129
895,2,324,78
895,3,417,97
895,4,358,118
895,5,57,47
896,1,404,96
896,2,202,52
896,3,296,96
896,4,210,146
896,5,310,106
897,1,488,113
897,2,269,112
897,3,299,118
897,4,126,38
897,5,484,139
898,1,273,30
898,2,243,134
898,3,446,84
898,4,240,127
898,5,365,65
899,1,257,73
899,2,304,118
899,3,287,133
899,4,344,38
899,5,190,144
900,1,74,134
900,2,417,121
900,3,474,45
900,4,192,145
900,5,112,34
901,1,207,118
901,2,405,41
901,3,478,60
901,4,78,70
901,5,486,117
902,1,73,128
902,2,411,95
902,3,332,105
902,4,446,148
902,5,263,63
903,1,256,60
903,2,112,118
903,3,335,95
903,4,412,97
903,5,318,89
904,1,479,116
904,2,137,136
904,3,320,106
904,4,50,139
904,5,417,123
905,1,291,36
905,2,272,45
905,3,440,63
905,4,166,137
905,5,82,45
906,1,276,60
906,2,479,82
906,3,460,47
906,4,271,110
906,5,471,55
907,1,191,60
907,2,209,120
907,3,67,111
907,4,380,88
907,5,323,41
908,1,58,49
908,2,311,121
908,3,117,43
908,4,471,77
908,5,440,105
909,1,310,111
909,2,227,128
909,3,151,134
909,4,229,133
909,5,295,97
910,1,314,49
910,2,320,59
910,3,424,36
910,4,297,40
910,5,58,133
911,1,345,129
911,2,241,78
911,3,272,40
911,4,51,120
911,5,57,89
912,1,369,40
912,2,137,114
912,3,334,35
912,4,436,48
912,5,500,135
913,1,368,113
913,2,83,87
913,3,244,70
913,4,450,143
913,5,256,35
914,1,271,130
914,2,226,60
914,3,228,33
914,4,354,73
914,5,293,36
915,1,71,80
915,2,208,132
915,3,402,73
915,4,304,89
915,5,377,93
916,1,109,131
916,2,70,83
916,3,420,57
916,4,391,131
916,5,396,33
917,1,71,37
917,2,152,45
917,3,101,67
917,4,426,144
917,5,495,142
918,1,298,136
918,2,409,91
918,3,370,110
918,4,250,80
918,5,99,40
919,1,339,111
919,2,89,92
919,3,50,54
919,4,326,133
919,5,454,92
920,1,407,49
920,2,220,59
920,3,446,73
920,4,491,69
920,5,358,130
921,1,469,135
921,2,245,105
921,3,498,67
921,4,187,72
921,5,197,38
922,1,488,43
922,2,459,119
922,3,220,39
922,4,241,74
922,5,351,146
923,1,215,42
923,2,101,93
923,3,485,61
923,4,400,52
923,5,261,50
924,1,236,147
924,2,349,39
924,3,121,94
924,4,358,40
924,5,280,35
925,1,230,49
925,2,241,137
925,3,68,49
925,4,222,144
925,5,410,90
926,1,161,54
926,2,199,91
926,3,69,57
926,4,122,41
926,5,63,41
927,1,239,144
927,2,253,107
927,3,181,89
927,4,304,50
927,5,496,39
928,1,80,50
928,2,127,143
928,3,179,93
928,4,181,47
928,5,347,57
929,1,349,82
929,2,443,75
929,3,393,39
929,4,393,39
929,5,360,66
930,1,240,31
930,2,226,121
930,3,490,84
930,4,383,80
930,5,130,92
931,1,418,34
931,2,90,110
931,3,467,46
931,4,128,117
931,5,177,53
932,1,476,150
932,2,312,74
932,3,490,34
932,4,105,87
932,5,69,126
933,1,255,142
933,2,406,42
933,3,84,129
933,4,74,99
933,5,450,72
934,1,159,74
934,2,363,33
934,3,75,99
934,4,351,128
934,5,209,102
935,1,148,121
935,2,52,90
935,3,59,54
935,4,133,127
935,5,243,58
936,1,281,126
936,2,112,82
936,3,124,30
936,4,169,108
936,5,110,56
937,1,344,90
937,2,120,44
937,3,435,126
937,4,200,64
937,5,284,101
938,1,180,107
938,2,235,55
938,3,209,55
938,4,163,143
938,5,226,106
939,1,498,93
939,2,272,46
939,3,248,107
939,4,349,66
939,5,362,49
940,1,248,104
940,2,56,131
940,3,305,62
940,4,146,102
940,5,155,138
941,1,189,105
941,2,314,138
941,3,198,42
941,4,321,97
941,5,267,102
942,1,155,126
942,2,278,53
942,3,443,40
942,4,325,149
942,5,196,101
943,1,77,46
943,2,160,86
943,3,260,134
943,4,51,43
943,5,206,145
944,1,260,58
944,2,184,106
944,3,499,76
944,4,328,128
944,5,106,135
945,1,260,122
945,2,413,122
945,3,75,48
945,4,261,81
945,5,66,93
946,1,96,70
946,2,500,143
946,3,384,77
946,4,134,130
946,5,495,76
947,1,484,113
947,2,313,32
947,3,459,87
947,4,72,81
947,5,281,47
948,1,405,89
948,2,161,128
948,3,389,83
948,4,287,52
948,5,78,66
949,1,459,82
949,2,299,105
949,3,130,103
949,4,118,37
949,5,404,149
950,1,71,89
950,2,479,41
950,3,319,40
950,4,76,148
950,5,263,113
951,1,110,139
951,2,223,76
951,3,271,145
951,4,440,149
951,5,263,112
952,1,322,104
952,2,394,56
952,3,277,88
952,4,441,143
952,5,347,110
953,1,249,114
953,2,404,104
953,3,178,108
953,4,62,138
953,5,63,74
954,1,177,148
954,2,314,97
954,3,479,58
954,4,457,88
954,5,267,128
955,1,365,66
955,2,439,88
955,3,316,54
955,4,250,80
955,5,284,111
956,1,423,80
956,2,157,122
956,3,419,75
956,4,374,106
956,5,51,36
957,1,140,58
957,2,333,100
957,3,253,116
957,4,270,75
957,5,268,131
958,1,262,78
958,2,80,78
958,3,128,41
958,4,365,122
958,5,330,109
959,1,408,92
959,2,466,89
959,3,384,123
959,4,206,86
959,5,99,80
960,1,252,119
960,2,250,63
960,3,94,30
960,4,409,72
960,5,154,74
961,1,66,76
961,2,112,149
961,3,231,132
961,4,344,35
961,5,493,82
962,1,221,79
962,2,360,143
962,3,277,95
962,4,218,147
962,5,476,132
963,1,198,57
963,2,328,149
963,3,495,34
963,4,150,142
963,5,139,70
964,1,363,49
964,2,159,148
964,3,142,144
964,4,84,135
964,5,222,38
965,1,375,90
965,2,192,56
965,3,239,148
965,4,447,67
965,5,308,39
966,1,63,31
966,2,355,91
966,3,92,69
966,4,419,50
966,5,226,87
967,1,244,57
967,2,146,78
967,3,133,100
967,4,276,139
967,5,245,55
968,1,240,127
968,2,468,98
968,3,322,42
968,4,310,47
968,5,490,125
969,1,128,86
969,2,284,130
969,3,330,137
969,4,346,136
969,5,268,52
970,1,477,61
970,2,119,54
970,3,453,66
970,4,111,57
970,5,53,92
971,1,165,87
971,2,95,134
971,3,335,70
971,4,105,131
971,5,96,86
972,1,321,145
972,2,486,92
972,3,146,117
972,4,326,67
972,5,207,147
973,1,221,77
973,2,66,32
973,3,297,83
973,4,248,126
973,5,443,65
974,1,275,71
974,2,165,107
974,3,231,62
974,4,128,103
974,5,176,77
975,1,481,43
975,2,472,59
975,3,301,77
975,4,212,41
975,5,366,77
976,1,144,84
976,2,490,76
976,3,161,108
976,4,58,92
976,5,322,87
977,1,228,147
977,2,423,110
977,3,415,127
977,4,72,33
977,5,84,146
978,1,342,134
978,2,277,147
978,3,173,92
978,4,312,128
978,5,53,46
979,1,172,51
979,2,239,41
979,3,50,55
979,4,402,65
979,5,470,88
980,1,200,74
980,2,99,55
980,3,356,97
980,4,332,140
980,5,371,58
981,1,217,112
981,2,434,64
981,3,176,51
981,4,249,107
981,5,230,103
982,1,486,68
982,2,72,59
982,3,299,146
982,4,455,147
982,5,69,111
983,1,459,51
983,2,303,142
983,3,341,141
983,4,441,68
983,5,406,139
984,1,328,140
984,2,73,51
984,3,464,120
984,4,437,139
984,5,437,137
985,1,433,37
985,2,359,70
985,3,265,42
985,4,415,72
985,5,124,80
986,1,244,36
986,2,145,47
986,3,459,66
986,4,413,130
986,5,102,31
987,1,489,137
987,2,163,68
987,3,105,105
987,4,355,137
987,5,301,136
988,1,271,123
988,2,333,97
988,3,398,107
988,4,111,144
988,5,275,111
989,1,227,145
989,2,411,91
989,3,133,142
989,4,226,133
989,5,456,37
990,1,156,74
990,2,303,145
990,3,157,126
990,4,158,86
990,5,490,34
991,1,131,118
991,2,107,63
991,3,498,52
991,4,224,130
991,5,224,100
992,1,133,68
992,2,61,47
992,3,89,43
992,4,401,48
992,5,119,30
993,1,430,88
993,2,326,33
993,3,68,132
993,4,487,137
993,5,247,93
994,1,170,38
994,2,229,111
994,3,153,149
994,4,447,127
994,5,454,105
995,1,414,48
995,2,301,144
995,3,216,111
995,4,493,143
995,5,100,87
996,1,132,140
996,2,472,71
996,3,310,115
996,4,285,48
996,5,335,77
997,1,80,146
997,2,375,57
997,3,435,48
997,4,291,92
997,5,108,119
998,1,56,31
998,2,53,138
998,3,205,56
998,4,331,118
998,5,359,110
999,1,117,133
999,2,189,59
999,3,117,108
999,4,486,86
999,5,268,72
1000,1,230,39
1000,2,141,133
1000,3,294,139
1000,4,276,86
1000,5,311,43
1001,1,116,62
1001,2,374,32
1001,3,109,46
1001,4,379,98
1001,5,234,126
1002,1,394,126
1002,2,228,72
1002,3,112,132
1002,4,481,127
1002,5,204,139
1003,1,214,108
1003,2,199,149
1003,3,154,139
1003,4,61,100
1003,5,117,116
1004,1,457,60
1004,2,403,123
1004,3,298,71
1004,4,83,34
1004,5,208,129
1005,1,226,131
1005,2,371,145
1005,3,345,73
1005,4,161,88
1005,5,422,34
1006,1,224,71
1006,2,150,77
1006,3,484,30
1006,4,358,97
1006,5,304,149
1007,1,499,85
1007,2,220,129
1007,3,154,73
1007,4,119,77
1007,5,348,142
1008,1,94,36
1008,2,386,31
1008,3,98,122
1008,4,226,136
1008,5,382,36
1009,1,265,99
1009,2,365,41
1009,3,208,97
1009,4,126,120
1009,5,58,72
1010,1,51,62
1010,2,324,80
1010,3,237,63
1010,4,444,92
1010,5,346,92
1011,1,54,61
1011,2,278,67
1011,3,256,81
1011,4,168,118
1011,5,220,99
1012,1,319,83
